ID, Device, Mode, Trial Number, Block Number, Trial in Block, Text Length (lines), Visible Lines, Frame Height, Distance, Direction, Target Line, Line Height, Hit, (T) Trial, (T) Scroll, (T) Fine Tune, (T) Select, (T) Start Scroll, Distance from middle (lines), #Target in frame, #Target visible, Start direction, Finger count, Finger positions X-MIN, Finger positions Y-MIN, Finger positions X-MAX, Finger positions Y-MAX, Scroll area size X, Scroll area size Y, Pixels per mm (of PC)  
21,MOOSE,iOS,38,2,18,854,32,3.0,70,UP,460,18.0,true,5409,4624,2653,51,734,0,2,1,UP,1.0,523.4246826171875,644.0,613.0,1165.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,39,2,19,854,32,6.0,70,UP,690,18.0,true,3648,2752,1019,47,849,0,1,1,UP,1.0,549.4901123046875,713.0,631.0,1191.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,40,2,20,854,32,6.0,170,UP,617,18.0,true,5295,4384,1677,6,905,1,1,1,UP,1.0,536.0,712.0,644.0,1235.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,41,3,1,854,32,3.0,20,DOWN,147,18.0,true,4589,3680,2590,107,802,0,2,2,DOWN,1.0,564.0,606.0,681.0,1101.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,42,3,2,854,32,6.0,170,UP,410,18.0,true,3957,3007,1148,55,895,1,2,1,UP,1.0,543.0579833984375,697.0,645.0,1141.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,43,3,3,854,32,6.0,70,DOWN,665,18.0,true,2153,1164,219,423,566,0,1,1,DOWN,1.0,575.0,683.0,654.0,1026.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,44,3,4,854,32,6.0,120,UP,155,18.0,true,3520,3042,1225,16,462,-2,2,1,UP,1.0,515.1094970703125,686.0,632.0,1145.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,45,3,5,854,32,3.0,70,UP,178,18.0,true,4701,3521,1570,201,979,-1,1,1,DOWN,1.0,552.0,689.0,653.0,1228.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,46,3,6,854,32,3.0,120,DOWN,586,18.0,true,4009,3886,2402,38,85,0,1,1,UP,1.0,525.0,687.0,631.5339965820312,1245.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,47,3,7,854,32,6.0,170,DOWN,699,18.0,true,4695,3829,2234,178,688,1,1,1,DOWN,1.0,534.0,690.0,643.0,1257.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,48,3,8,854,32,3.0,220,UP,315,18.0,true,14036,13025,9131,106,905,-1,2,2,UP,1.0,588.0,670.0,714.0,1176.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,50,3,10,854,32,3.0,170,UP,407,18.0,false,167,0,0,167,0,-169,0,0,null,1.0,543.4911499023438,691.5,642.5,1306.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,51,3,11,854,32,6.0,220,DOWN,270,18.0,true,7935,7506,2125,357,72,1,1,1,UP,1.0,534.5,742.0,645.0,1262.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,52,3,12,854,32,6.0,220,UP,408,18.0,true,14417,13744,11194,61,612,1,1,1,DOWN,1.0,478.525634765625,622.0,819.0,1221.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,53,3,13,854,32,3.0,120,UP,131,18.0,true,5013,3953,671,306,754,0,1,1,DOWN,1.0,546.3314208984375,797.0,704.0,1242.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,54,3,14,854,32,6.0,20,UP,82,18.0,true,2478,1471,638,300,707,0,1,1,DOWN,1.0,583.5072021484375,807.0,645.0,1250.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,55,3,15,854,32,3.0,220,DOWN,758,18.0,true,11669,11152,6202,33,484,0,2,2,DOWN,1.0,434.7856140136719,587.0,689.0,1223.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,56,3,16,854,32,6.0,120,DOWN,690,18.0,true,2838,2208,220,554,76,1,1,1,UP,1.0,492.0,649.0,569.0,1063.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,57,3,17,854,32,3.0,70,DOWN,680,18.0,true,4424,3601,2430,37,786,0,1,1,DOWN,1.0,547.5925903320312,630.0,596.0,1076.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,58,3,18,854,32,3.0,20,UP,363,18.0,true,3574,3282,2510,254,38,1,1,1,UP,1.0,517.7413330078125,701.0,571.0,1161.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,59,3,19,854,32,6.0,70,UP,306,18.0,true,4411,4216,1742,135,60,-1,3,2,DOWN,1.0,522.0,650.0,588.0,1119.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,1,1,1,854,32,3.0,170,DOWN,214,18.0,true,4841,3791,1665,46,1004,-1,1,1,DOWN,1.0,407.0,607.0,529.0,1124.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,2,1,2,854,32,6.0,120,UP,513,18.0,true,3831,3009,1262,17,805,-1,2,1,UP,1.0,386.0,630.6347045898438,535.0,1128.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,3,1,3,854,32,3.0,20,UP,665,18.0,true,1896,558,498,530,808,1,1,1,UP,1.0,413.0,731.0,544.0,1062.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,4,1,4,854,32,3.0,70,DOWN,156,18.0,true,3368,3206,1293,104,58,1,0,1,UP,1.0,402.0,648.0,476.0,1128.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,5,1,5,854,32,6.0,170,UP,463,18.0,true,3042,2965,1291,6,71,1,2,1,UP,1.0,401.0,662.0,591.0,1079.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,6,1,6,854,32,6.0,20,DOWN,218,18.0,false,1628,1528,699,52,48,4,0,1,UP,1.0,470.0,661.0,548.0,986.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,7,1,7,854,32,6.0,220,DOWN,594,18.0,true,4862,3967,1292,109,786,1,1,1,DOWN,1.0,425.0,671.0,537.0,1088.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,8,1,8,854,32,6.0,20,UP,525,18.0,true,3106,3012,2182,42,52,0,2,1,DOWN,1.0,411.0,691.0,513.0,1052.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,9,1,9,854,32,3.0,220,UP,193,18.0,true,8439,8195,3444,171,73,0,3,2,UP,1.0,403.0,638.0,585.0,1158.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,10,1,10,854,32,3.0,120,UP,407,18.0,true,3620,3274,938,236,110,0,2,1,DOWN,1.0,399.0,739.0,524.0,1112.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,11,1,11,854,32,3.0,170,UP,385,18.0,true,5507,5093,2041,334,80,-1,0,1,UP,1.0,380.0,571.0,567.0,1105.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,12,1,12,854,32,3.0,120,DOWN,612,18.0,true,5954,5633,3696,247,74,0,3,2,UP,1.0,425.0,636.0,547.0,1066.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,13,1,13,854,32,6.0,70,UP,736,18.0,true,2681,2570,1355,14,97,0,2,1,DOWN,1.0,411.0,722.0,568.0,1137.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,14,1,14,854,32,6.0,120,DOWN,651,18.0,true,5454,3935,1358,741,778,0,1,1,DOWN,1.0,403.0,692.0,538.0,1075.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,15,1,15,854,32,3.0,70,UP,166,18.0,true,4486,3647,2174,8,831,0,2,1,UP,1.0,343.0,732.0,569.0,1120.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,16,1,16,854,32,3.0,220,DOWN,514,18.0,true,2454,1754,123,648,52,0,1,1,UP,1.0,426.0,635.0,538.0,1121.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,17,1,17,854,32,6.0,170,DOWN,271,18.0,true,5452,5057,1518,15,380,-1,3,2,UP,1.0,374.0,657.0,532.0,1111.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,18,1,18,854,32,6.0,70,DOWN,588,18.0,true,3659,2240,697,270,1149,2,0,1,DOWN,1.0,406.0,726.0,547.0,1182.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,19,1,19,854,32,3.0,20,DOWN,635,18.0,true,4008,3855,2461,137,16,-1,2,1,DOWN,1.0,424.0,665.0,552.0,1007.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,20,1,20,854,32,6.0,220,UP,302,18.0,true,7852,7105,1645,13,734,0,4,4,DOWN,1.0,421.0,642.0,579.0,1079.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,21,2,1,854,32,3.0,220,DOWN,808,18.0,true,6265,3599,492,358,2308,1,0,1,UP,1.0,440.0,727.0,575.0,1191.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,22,2,2,854,32,6.0,70,DOWN,607,18.0,true,4523,3889,2222,21,613,-2,2,1,DOWN,1.0,463.0,786.0,579.0,1196.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,23,2,3,854,32,6.0,170,UP,493,18.0,true,4688,4112,556,383,193,-1,1,1,UP,1.0,442.0,765.0,596.0,1261.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,24,2,4,854,32,6.0,220,DOWN,653,18.0,true,4506,3439,1230,337,730,0,1,1,DOWN,1.0,468.0,700.0,602.0,1173.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,25,2,5,854,32,3.0,170,UP,114,18.0,true,3903,3354,46,507,42,1,1,1,UP,1.0,458.0,393.0,611.0,1118.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,26,2,6,854,32,3.0,120,DOWN,519,18.0,true,5842,5009,2671,291,542,0,1,1,DOWN,1.0,452.0,446.0,546.0,959.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,27,2,7,854,32,3.0,70,UP,113,18.0,true,3502,3301,1416,153,48,0,1,1,UP,1.0,424.4968566894531,459.0,574.5606079101562,956.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,28,2,8,854,32,3.0,20,UP,746,18.0,true,2423,1958,958,404,61,0,1,1,UP,1.0,421.0,621.0,547.0,901.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,29,2,9,854,32,3.0,170,DOWN,204,18.0,true,4535,3680,1452,213,642,0,1,1,DOWN,1.0,430.0,451.0,567.0,1054.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,30,2,10,854,32,3.0,20,DOWN,695,18.0,true,3252,2320,2158,154,778,0,1,1,DOWN,1.0,417.0,459.0,600.0,1070.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,31,2,11,854,32,6.0,170,DOWN,725,18.0,true,5329,5215,2076,37,77,-1,2,1,DOWN,1.0,469.0,477.0,598.0,850.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,32,2,12,854,32,6.0,120,UP,51,18.0,true,4636,4453,1688,141,42,1,2,1,UP,1.0,455.0,487.0,616.0,976.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,33,2,13,854,32,6.0,70,UP,512,18.0,true,4973,4335,1691,73,565,0,1,1,UP,1.0,473.0,352.0,652.0,841.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,34,2,14,854,32,3.0,220,UP,599,18.0,true,4287,3505,1972,119,663,0,2,1,DOWN,1.0,513.0,476.0,646.0,905.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,35,2,15,854,32,6.0,220,UP,471,18.0,true,5688,5542,2752,46,100,0,2,2,DOWN,1.0,511.4741516113281,521.0,616.0,923.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,36,2,16,854,32,6.0,20,UP,176,18.0,true,2360,1294,1200,323,743,-2,1,1,UP,1.0,523.0,547.0,607.0,894.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,37,2,17,854,32,6.0,20,DOWN,394,18.0,true,4476,4350,3231,15,111,-1,2,1,UP,1.0,403.0,458.0,643.0,1189.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,38,2,18,854,32,6.0,120,DOWN,500,18.0,true,4879,3935,2127,176,768,1,1,1,DOWN,1.0,431.0,463.0,633.0,973.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,39,2,19,854,32,3.0,120,UP,66,18.0,true,4856,3984,2141,140,732,0,3,1,DOWN,1.0,425.46514892578125,561.0,602.0,989.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,40,2,20,854,32,3.0,70,DOWN,606,18.0,true,4891,4620,2524,210,61,0,1,1,UP,1.0,488.0,488.0,605.0,967.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,41,3,1,854,32,6.0,170,DOWN,425,18.0,true,6541,5760,2187,34,747,-2,2,2,UP,1.0,474.4844055175781,409.0,663.0,943.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,42,3,2,854,32,3.0,220,DOWN,345,18.0,true,4884,4760,1451,34,90,0,2,2,UP,1.0,487.0,444.0,634.0,1026.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,43,3,3,854,32,3.0,170,DOWN,243,18.0,true,5345,4999,2028,304,42,-1,1,1,UP,1.0,476.0,455.0,651.0,928.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,44,3,4,854,32,3.0,70,UP,492,18.0,true,3477,2720,1529,16,741,0,2,1,UP,1.0,501.0,551.0,662.0,1082.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,45,3,5,854,32,6.0,170,UP,489,18.0,true,5127,3585,1039,622,920,0,1,1,DOWN,1.0,539.3965454101562,538.0,678.0,941.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,46,3,6,854,32,6.0,20,DOWN,246,18.0,true,2428,1360,1273,259,809,-2,2,1,DOWN,1.0,558.0,426.0,680.0,1040.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,47,3,7,854,32,3.0,20,UP,83,18.0,true,2436,1681,1561,169,586,1,2,1,UP,1.0,610.4943237304688,564.0,652.0,838.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,48,3,8,854,32,3.0,70,DOWN,393,18.0,true,4288,3568,2762,196,524,-1,3,1,DOWN,1.0,562.0,493.0,690.0,891.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,49,3,9,854,32,6.0,120,DOWN,327,18.0,true,4920,3777,701,486,657,1,2,2,UP,1.0,516.0,594.0,676.0,986.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,50,3,10,854,32,6.0,120,UP,580,18.0,true,4691,4080,1981,62,549,0,2,1,DOWN,1.0,568.573486328125,508.0,715.0,979.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,51,3,11,854,32,6.0,220,UP,403,18.0,true,4563,4366,1005,162,35,0,1,1,UP,1.0,499.7111511230469,555.0,630.0,1057.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,52,3,12,854,32,6.0,20,UP,212,18.0,true,1713,897,800,177,639,1,1,1,UP,1.0,539.0,633.0,627.0,906.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,53,3,13,854,32,3.0,120,DOWN,351,18.0,true,5470,4800,2030,30,640,0,1,1,DOWN,1.0,560.0,511.0,692.0,906.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,54,3,14,854,32,3.0,170,UP,103,18.0,true,10184,9840,3375,303,41,0,3,3,UP,1.0,534.0,469.0,688.0,991.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,55,3,15,854,32,6.0,70,DOWN,766,18.0,true,2114,1554,259,434,126,0,1,1,DOWN,1.0,576.0,513.0,712.0,931.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,56,3,16,854,32,6.0,70,UP,677,18.0,true,4298,3327,1431,101,870,1,1,1,UP,1.0,561.5189819335938,512.0,722.0,853.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,57,3,17,854,32,3.0,220,UP,189,18.0,true,4625,4444,1623,96,85,0,1,1,DOWN,1.0,566.0,483.0,741.0,998.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,58,3,18,854,32,3.0,20,DOWN,190,18.0,true,2439,1663,1519,65,711,1,0,1,DOWN,1.0,604.0,626.0,665.0,908.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,59,3,19,854,32,6.0,220,DOWN,429,18.0,true,6657,5951,2278,13,693,0,1,1,DOWN,1.0,545.0,487.0,713.0,1049.0,1080.0,1163.0,4.330708661417323
21,MOOSE,iOS,60,3,20,854,32,3.0,120,UP,521,18.0,true,5216,3758,1655,706,752,0,3,2,UP,1.0,558.0,527.0,701.0,943.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,1,1,1,854,32,6.0,20,DOWN,701,18.0,true,5125,2111,1248,239,2775,0,1,1,UP,1.0,310.0,473.2774353027344,559.0,659.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,2,1,2,854,32,6.0,70,UP,120,18.0,true,3891,2896,657,365,630,-2,0,1,UP,1.0,270.552490234375,364.0,485.0,613.5116577148438,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,3,1,3,854,32,3.0,120,UP,287,18.0,true,12054,11472,3136,72,510,0,2,1,DOWN,3.0,22.0,289.0,1073.0,1919.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,4,1,4,854,32,6.0,170,DOWN,386,18.0,false,9740,9344,736,166,230,-11,1,1,DOWN,3.0,27.0,337.0,1073.0,1919.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,5,1,5,854,32,6.0,20,UP,355,18.0,true,2718,2553,1823,110,55,0,2,1,DOWN,2.0,40.0,374.0,566.0,1919.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,6,1,6,854,32,6.0,120,UP,526,18.0,true,7960,6927,2128,398,635,0,1,1,UP,2.0,40.0,393.033935546875,599.499267578125,1919.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,7,1,7,854,32,6.0,120,DOWN,651,18.0,true,7020,5761,849,342,917,1,1,1,DOWN,2.0,34.0,328.0,680.0,1919.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,8,1,8,854,32,6.0,220,DOWN,682,18.0,true,9872,9775,1120,44,53,0,1,1,DOWN,2.0,38.0,330.0,688.0,1918.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,9,1,9,854,32,3.0,170,UP,530,18.0,true,12592,11663,2896,103,826,0,2,1,UP,2.0,31.0,251.0,1050.0,1919.0,1080.0,1163.0,4.330708661417323
21,MOOSE,Circle3,10,1,10,854,32,6.0,170,UP,309,18.0,true,16123,15281,3025,285,557,1,2,1,DOWN,3.0,31.0,340.6206359863281,1034.0,1919.0,1080.0,1163.0,4.330708661417323
