ID, Device, Mode, Round, Trial, Block, Trial in Block, Text Length (lines), Visible Lines, Frame Height, Distance, Direction, Target Line, Line Height, Hit, T_Trial, T_Scroll, T_FineTune, T_Select, T_StartScrolling, errorDistance(lines), inFrameCount, visibleCount, Start direction, Finger count, FP_X-MIN, FP_Y-MIN, FP_X-MAX, FP_Y-MAX, ScrollareaX, ScrollareaY, Px_mm
11,MOOSE,Circle3,2,15,2,7,854,32,3.0,100,DOWN,283,18.0,false,6131,5824,1585,111,196,-2,1,1,DOWN,1.0,309.64,838.388,565.91,1181.074,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,16,2,7,854,32,6.0,300,UP,204,18.0,true,11669,10768,608,293,608,0,1,1,DOWN,1.0,180.727,824.249,633.313,1362.893,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,17,2,8,854,32,3.0,100,DOWN,127,18.0,true,5119,4671,2159,121,327,1,2,1,DOWN,1.0,167.135,963.9,473.89,1320.704,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,18,3,1,854,32,6.0,100,DOWN,741,18.0,true,4648,2465,592,119,2064,-2,1,1,UP,1.0,157.542,613.622,510.0,1284.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,19,3,2,854,32,3.0,300,UP,199,18.0,true,17876,17426,3167,420,30,0,4,3,UP,1.0,48.676,725.052,514.0,1218.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,20,3,3,854,32,6.0,50,DOWN,605,18.0,true,4421,4161,1040,48,212,-1,1,1,DOWN,1.0,132.369,856.0,446.841,1205.66,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,21,3,4,854,32,3.0,200,UP,235,18.0,true,5708,5034,874,565,109,-1,0,1,DOWN,1.0,56.0,857.354,396.0,1245.094,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,22,3,5,854,32,6.0,300,UP,302,18.0,true,19067,18511,9039,235,321,0,2,1,UP,1.0,99.965,852.746,600.648,1365.298,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,23,3,6,854,32,3.0,50,UP,587,18.0,true,9695,9154,2290,118,423,1,2,2,UP,1.0,265.056,1173.636,503.0,1415.982,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,24,3,7,854,32,6.0,200,DOWN,501,18.0,true,6391,5040,671,381,970,0,1,1,DOWN,1.0,194.672,970.296,534.032,1428.092,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,25,3,8,854,32,3.0,100,DOWN,833,18.0,true,7243,6337,2847,488,418,1,2,1,UP,1.0,198.891,952.298,498.08,1325.353,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,26,4,1,854,32,3.0,300,DOWN,821,18.0,true,10496,8000,3552,135,2361,0,2,1,DOWN,1.0,135.921,692.0,553.117,1237.838,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,27,4,2,854,32,6.0,100,UP,557,18.0,true,8943,8702,528,206,35,1,2,2,UP,1.0,186.353,914.101,546.956,1307.667,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,28,4,3,854,32,6.0,200,UP,538,18.0,true,7045,6439,529,558,48,1,1,1,UP,1.0,115.018,973.644,455.306,1355.742,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,29,4,4,854,32,6.0,50,UP,639,18.0,true,4419,2977,1985,478,964,2,1,1,DOWN,1.0,233.633,1071.381,448.336,1349.819,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,30,4,5,854,32,6.0,300,DOWN,351,18.0,true,7910,7296,1103,223,391,0,1,1,UP,1.0,111.516,923.886,532.126,1392.704,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,31,4,6,854,32,3.0,200,DOWN,387,18.0,false,5450,4943,1264,159,348,-3,1,1,DOWN,1.0,134.818,958.402,480.811,1439.859,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,32,4,6,854,32,3.0,50,DOWN,400,18.0,false,9558,9250,7846,223,85,2,4,1,UP,1.0,197.754,1050.367,532.0,1337.78,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,33,4,6,854,32,3.0,200,DOWN,271,18.0,true,14564,14180,6385,328,56,0,3,2,UP,1.0,76.194,945.0,549.0,1477.76,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,34,4,7,854,32,3.0,50,DOWN,189,18.0,true,6103,5215,2768,271,617,1,2,1,UP,1.0,208.0,1033.988,520.341,1370.368,1080.0,1661.0,4.331
11,MOOSE,Circle3,2,35,4,8,854,32,3.0,100,UP,301,18.0,true,16909,16481,8591,380,48,0,4,2,UP,1.0,123.889,954.029,536.277,1409.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,1,1,1,854,32,6.0,100,DOWN,456,18.0,true,7512,3759,973,613,3140,-1,1,1,DOWN,1.0,93.243,674.307,402.0,1023.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,2,1,2,854,32,3.0,50,DOWN,192,18.0,true,4082,3560,830,349,173,0,1,1,UP,1.0,141.227,659.381,402.414,922.175,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,3,1,3,854,32,3.0,100,DOWN,375,18.0,true,4804,4337,976,133,334,1,1,1,DOWN,1.0,136.271,681.0,451.0,1019.032,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,4,1,4,854,32,6.0,50,UP,584,18.0,true,10246,9585,1999,427,234,0,2,3,DOWN,1.0,205.187,738.0,542.657,1058.166,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,5,1,5,854,32,6.0,300,UP,487,18.0,true,16855,16113,2544,353,389,1,2,1,UP,1.0,190.338,709.723,561.504,1197.666,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,6,1,6,854,32,3.0,200,UP,473,18.0,true,8856,7344,1697,1080,432,-1,1,1,DOWN,1.0,148.11,815.628,486.128,1254.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,7,1,7,854,32,6.0,200,UP,550,18.0,true,8105,7057,1858,427,621,0,1,1,UP,1.0,66.169,852.0,439.509,1296.729,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,8,1,8,854,32,3.0,300,DOWN,529,18.0,true,12859,12449,1913,198,212,0,1,1,UP,1.0,17.511,802.604,446.5,1257.431,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,9,2,1,854,32,3.0,50,UP,411,18.0,true,8394,6447,1680,484,1463,0,1,1,DOWN,1.0,49.0,701.0,478.0,1203.646,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,10,2,2,854,32,3.0,300,UP,22,18.0,false,8864,8065,530,253,546,2,1,1,UP,1.0,3.355,886.665,493.0,1308.33,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,11,2,2,854,32,6.0,100,UP,402,18.0,true,6090,5178,481,454,458,0,1,1,UP,1.0,147.445,931.872,454.35,1358.692,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,12,2,3,854,32,6.0,200,DOWN,782,18.0,true,14298,13968,3040,122,208,2,3,1,UP,1.0,0.0,816.653,467.82,1366.445,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,13,2,4,854,32,3.0,100,UP,640,18.0,true,4910,4258,1666,237,415,0,1,1,UP,1.0,98.0,933.062,439.575,1295.261,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,14,2,5,854,32,6.0,300,DOWN,565,18.0,true,15126,14271,3344,438,417,2,2,1,UP,1.0,0.0,926.567,414.0,1475.956,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,15,2,6,854,32,3.0,200,DOWN,659,18.0,false,10886,10594,657,213,79,-5,1,1,UP,1.0,47.674,862.0,517.433,1428.6,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,16,2,6,854,32,3.0,300,UP,345,18.0,true,22295,21489,5889,170,636,0,3,2,DOWN,1.0,23.241,827.865,425.0,1319.556,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,17,2,7,854,32,6.0,50,DOWN,605,18.0,true,3939,3168,1489,73,698,-1,3,2,DOWN,1.0,171.014,976.661,383.0,1238.681,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,18,2,8,854,32,3.0,200,DOWN,229,18.0,true,16910,16385,303,434,91,0,3,2,UP,1.0,84.0,834.96,496.664,1285.012,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,19,3,1,854,32,6.0,200,UP,426,18.0,false,14426,12048,3631,184,2194,14,1,1,DOWN,1.0,124.733,668.0,666.613,1203.61,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,20,3,1,854,32,6.0,50,UP,233,18.0,true,4038,2753,960,713,572,1,1,1,UP,1.0,151.304,814.687,484.699,1236.443,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,21,3,2,854,32,3.0,50,DOWN,301,18.0,true,11453,10593,4897,419,441,-1,4,2,UP,1.0,72.0,796.622,485.0,1213.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,22,3,3,854,32,6.0,100,DOWN,726,18.0,true,4655,3729,1489,432,494,0,2,1,DOWN,1.0,84.949,811.93,385.981,1238.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,23,3,4,854,32,3.0,100,DOWN,446,18.0,true,19126,18129,3537,326,671,0,4,3,DOWN,1.0,75.318,835.442,487.5,1273.205,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,24,3,5,854,32,6.0,200,UP,190,18.0,true,10219,9376,2017,211,632,0,2,1,DOWN,1.0,58.0,812.076,495.665,1259.547,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,25,3,6,854,32,3.0,200,UP,55,18.0,true,8037,7637,2384,370,30,0,1,1,UP,1.0,77.0,844.097,480.227,1315.349,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,26,3,7,854,32,3.0,300,UP,132,18.0,true,27312,26272,6017,539,501,0,3,3,UP,1.0,26.0,833.424,535.0,1308.42,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,27,3,8,854,32,6.0,300,DOWN,600,18.0,true,9774,8703,2113,484,587,0,1,1,UP,1.0,98.0,794.709,583.666,1300.792,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,28,4,1,854,32,6.0,200,DOWN,281,18.0,true,6955,5119,1312,204,1632,0,1,1,DOWN,1.0,188.941,704.0,528.0,1153.821,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,29,4,2,854,32,3.0,300,DOWN,833,18.0,true,10061,9088,2417,468,505,-1,1,1,UP,1.0,97.919,828.152,465.796,1254.601,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,30,4,3,854,32,6.0,50,DOWN,722,18.0,true,7833,6832,6177,571,430,0,3,1,DOWN,1.0,176.0,992.345,364.662,1224.339,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,31,4,4,854,32,3.0,100,UP,454,18.0,true,7579,6818,4354,284,477,0,3,1,UP,1.0,272.822,926.42,443.091,1176.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,32,4,5,854,32,6.0,300,UP,265,18.0,true,10896,9806,1679,581,509,-2,0,1,DOWN,1.0,207.388,844.472,526.773,1301.724,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,33,4,6,854,32,6.0,100,UP,159,18.0,true,2922,2319,544,166,437,0,1,1,UP,1.0,258.313,1013.077,483.293,1351.181,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,34,4,7,854,32,3.0,50,UP,241,18.0,true,5501,4416,2609,601,484,-1,1,2,UP,1.0,245.0,1055.661,459.5,1310.317,1080.0,1661.0,4.331
11,MOOSE,Circle3,3,35,4,8,854,32,3.0,200,DOWN,457,18.0,true,7851,6721,1936,434,696,0,1,1,DOWN,1.0,182.167,977.413,489.799,1389.884,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,1,1,1,854,32,6.0,300,DOWN,585,18.0,true,15036,7632,1201,167,7237,1,1,1,DOWN,1.0,123.0,639.0,472.729,1050.515,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,2,1,2,854,32,6.0,200,DOWN,692,18.0,true,5831,5345,1600,50,436,0,1,1,DOWN,1.0,23.928,702.224,499.391,1175.958,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,3,1,3,854,32,6.0,100,UP,233,18.0,true,5526,4977,1328,414,135,-1,1,1,DOWN,1.0,134.664,804.343,554.606,1194.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,4,1,4,854,32,3.0,300,UP,99,18.0,true,7264,6447,912,166,651,1,1,1,UP,1.0,90.311,881.711,477.129,1270.306,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,5,1,5,854,32,3.0,100,DOWN,514,18.0,true,9403,8575,1552,331,497,0,1,1,UP,1.0,207.661,788.0,580.364,1206.263,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,6,1,6,854,32,6.0,50,UP,687,18.0,true,4183,3680,688,275,228,0,1,1,DOWN,1.0,262.579,821.547,521.0,1049.71,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,7,1,7,854,32,3.0,200,DOWN,701,18.0,true,12745,11585,1409,474,686,-1,1,2,UP,1.0,84.0,787.996,467.697,1187.425,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,8,1,8,854,32,3.0,50,UP,135,18.0,true,4232,3343,1263,395,494,-1,1,1,DOWN,1.0,140.0,844.703,355.632,1126.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,9,2,1,854,32,6.0,300,UP,32,18.0,true,11781,9551,1615,219,2011,-2,2,1,DOWN,1.0,125.354,675.625,586.114,1226.531,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,10,2,2,854,32,3.0,300,DOWN,336,18.0,true,7216,6654,1088,212,350,1,1,1,DOWN,1.0,184.345,878.643,501.0,1387.359,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,11,2,3,854,32,6.0,50,DOWN,802,18.0,true,3350,2832,286,450,68,0,1,1,UP,1.0,275.367,1045.64,480.29,1308.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,12,2,4,854,32,6.0,100,DOWN,654,18.0,true,6892,6225,1505,362,305,-1,1,1,DOWN,1.0,196.0,853.0,528.0,1360.646,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,13,2,5,854,32,3.0,100,UP,393,18.0,true,7836,6864,1520,853,119,1,1,1,DOWN,1.0,195.352,920.065,532.669,1246.667,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,14,2,6,854,32,3.0,200,UP,43,18.0,true,7529,6287,336,475,767,0,0,1,DOWN,1.0,201.707,899.469,583.63,1326.912,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,15,2,7,854,32,3.0,50,DOWN,369,18.0,false,3450,2766,2032,116,568,2,0,1,UP,1.0,297.271,1066.203,497.0,1308.397,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,16,2,7,854,32,3.0,50,DOWN,797,18.0,true,4899,4127,3120,567,205,1,3,1,DOWN,1.0,283.0,1056.747,530.111,1327.024,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,17,2,8,854,32,6.0,200,UP,487,18.0,true,7430,6479,1407,418,533,-2,1,1,DOWN,1.0,241.873,884.446,600.583,1309.644,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,18,3,1,854,32,6.0,200,DOWN,479,18.0,true,5660,4241,1105,182,1237,-1,1,1,UP,1.0,211.259,667.0,587.0,1148.324,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,19,3,2,854,32,3.0,200,DOWN,831,18.0,true,12869,12240,1568,146,483,0,2,2,UP,1.0,201.284,913.232,560.0,1330.858,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,20,3,3,854,32,3.0,100,UP,493,18.0,true,6611,5904,1169,201,506,0,2,2,DOWN,1.0,305.981,920.357,558.0,1221.722,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,21,3,4,854,32,3.0,50,UP,630,18.0,true,5545,4817,1807,291,437,0,2,1,DOWN,1.0,379.0,933.353,606.364,1176.332,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,22,3,5,854,32,6.0,50,UP,644,18.0,true,3907,3377,1505,140,390,-1,2,1,DOWN,1.0,430.675,947.0,619.278,1169.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,23,3,6,854,32,6.0,100,DOWN,830,18.0,true,4775,4433,1136,63,279,2,1,1,UP,1.0,370.476,911.132,637.57,1251.644,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,24,3,7,854,32,6.0,300,DOWN,780,18.0,true,11440,11000,1217,386,54,0,1,1,UP,1.0,205.454,868.382,573.225,1496.661,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,25,3,8,854,32,3.0,300,UP,316,18.0,true,10245,9745,2177,432,68,0,1,1,DOWN,1.0,196.501,948.757,672.0,1451.273,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,26,4,1,854,32,6.0,50,DOWN,507,18.0,true,7626,3713,1280,198,3715,0,1,1,DOWN,1.0,65.0,699.0,539.0,1546.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,27,4,2,854,32,6.0,100,UP,61,18.0,true,5222,5059,1633,134,29,1,2,1,UP,1.0,218.686,859.707,588.656,1216.314,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,28,4,3,854,32,6.0,200,UP,492,18.0,true,6980,6031,1264,365,584,-1,1,1,DOWN,1.0,198.078,884.397,684.348,1317.655,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,29,4,4,854,32,3.0,200,UP,471,18.0,true,9311,8481,3313,187,643,1,1,1,UP,1.0,320.702,961.847,666.732,1318.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,30,4,5,854,32,3.0,50,DOWN,552,18.0,true,17541,16896,2912,218,427,0,3,5,UP,1.0,315.454,945.917,670.357,1395.0,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,31,4,6,854,32,3.0,300,DOWN,650,18.0,true,7159,6248,1128,712,199,0,1,1,UP,1.0,296.103,955.417,636.23,1490.001,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,32,4,7,854,32,3.0,100,DOWN,666,18.0,true,4357,3697,1250,145,515,1,1,1,DOWN,1.0,332.918,934.104,639.714,1370.069,1080.0,1661.0,4.331
11,MOOSE,Circle3,4,33,4,8,854,32,6.0,300,UP,201,18.0,true,11312,10175,992,941,196,0,1,1,UP,1.0,43.307,810.671,669.0,1463.358,1080.0,1661.0,4.331
11,MOOSE,Drag,3,1,1,1,854,32,3.0,300,UP,256,18.0,true,14499,11057,1793,1445,1997,0,2,1,DOWN,1.0,194.481,372.0,1042.0,1742.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,2,1,2,854,32,6.0,100,DOWN,409,18.0,true,21073,20305,1824,99,669,2,1,1,DOWN,1.0,188.51,540.0,456.29,1350.5,1080.0,1661.0,4.331
11,MOOSE,Drag,3,3,1,3,854,32,6.0,200,DOWN,593,18.0,true,8241,7328,1201,333,580,-1,1,1,DOWN,1.0,139.0,713.0,372.0,1618.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,4,1,4,854,32,3.0,200,UP,448,18.0,true,9755,9295,1488,33,427,0,1,1,UP,1.0,238.0,462.5,477.0,1304.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,5,1,5,854,32,6.0,50,UP,604,18.0,true,4734,3774,1088,303,657,-1,1,1,DOWN,1.0,287.0,584.5,431.194,1171.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,6,1,6,854,32,3.0,50,UP,131,18.0,true,6029,5492,2559,484,53,0,1,1,UP,1.0,293.0,619.0,445.0,1086.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,7,1,7,854,32,3.0,100,DOWN,687,18.0,true,5229,3791,656,369,1069,0,1,1,DOWN,1.0,239.0,595.0,368.0,1305.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,8,1,8,854,32,6.0,300,DOWN,719,18.0,true,13293,11872,2496,117,1304,1,1,1,UP,1.0,93.0,591.0,384.0,1565.5,1080.0,1661.0,4.331
11,MOOSE,Drag,3,9,2,1,854,32,3.0,100,UP,48,18.0,true,7480,5791,1631,350,1339,0,2,1,DOWN,1.0,393.461,550.0,704.0,1172.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,10,2,2,854,32,3.0,200,DOWN,315,18.0,true,7270,7217,1600,11,42,1,2,1,DOWN,1.0,296.0,566.0,600.0,1473.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,11,2,3,854,32,3.0,300,DOWN,419,18.0,true,9422,9258,3472,117,47,0,2,1,UP,1.0,179.559,572.0,476.0,1614.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,12,2,4,854,32,6.0,50,DOWN,508,18.0,true,4318,3600,1088,212,506,-1,2,1,DOWN,1.0,310.0,679.0,438.0,1250.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,13,2,5,854,32,6.0,100,UP,111,18.0,true,6606,5648,447,459,499,1,1,1,DOWN,1.0,353.0,564.0,539.0,1259.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,14,2,6,854,32,3.0,50,DOWN,669,18.0,true,5046,3839,2607,458,749,0,1,1,DOWN,1.0,423.0,654.524,578.292,1231.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,15,2,7,854,32,6.0,200,UP,546,18.0,true,10666,9183,1920,271,1212,-1,1,1,UP,1.0,276.0,526.0,604.0,1312.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,16,2,8,854,32,6.0,300,UP,140,18.0,true,15863,15428,1232,393,42,0,1,1,UP,1.0,186.882,428.0,629.0,1456.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,17,3,1,854,32,3.0,300,DOWN,561,18.0,true,12595,10528,2800,108,1959,0,3,1,DOWN,1.0,233.922,460.0,485.0,1519.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,18,3,2,854,32,6.0,50,DOWN,64,18.0,true,3642,2703,1279,295,644,0,1,1,DOWN,1.0,442.0,495.0,527.0,1054.5,1080.0,1661.0,4.331
11,MOOSE,Drag,3,19,3,3,854,32,6.0,300,UP,458,18.0,true,13274,12970,1520,253,51,-1,1,1,DOWN,1.0,351.0,318.0,643.0,1135.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,20,3,4,854,32,3.0,50,UP,471,18.0,true,5458,5096,2143,305,57,0,1,1,UP,1.0,485.0,299.0,649.0,931.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,21,3,5,854,32,3.0,200,DOWN,323,18.0,true,7568,7299,1921,233,36,0,1,1,UP,1.0,466.0,366.0,625.0,1163.5,1080.0,1661.0,4.331
11,MOOSE,Drag,3,22,3,6,854,32,3.0,100,DOWN,483,18.0,true,3713,2672,320,442,599,1,0,1,DOWN,1.0,517.0,384.0,615.0,1000.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,23,3,7,854,32,6.0,200,UP,160,18.0,true,8655,7600,1103,149,906,1,1,1,DOWN,1.0,507.0,276.0,734.0,1056.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,24,3,8,854,32,6.0,100,UP,103,18.0,true,4839,4031,1232,89,719,0,1,1,DOWN,1.0,577.0,257.0,796.0,929.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,25,4,1,854,32,3.0,300,UP,368,18.0,true,13893,10912,849,159,2822,0,1,1,DOWN,1.0,367.0,265.0,687.0,1112.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,26,4,2,854,32,6.0,300,DOWN,619,18.0,true,8043,7280,1391,174,589,1,2,1,DOWN,1.0,349.956,418.0,620.0,1345.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,27,4,3,854,32,6.0,50,UP,513,18.0,true,4567,4129,1448,47,391,0,1,1,DOWN,1.0,386.453,383.0,580.0,1117.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,28,4,4,854,32,3.0,50,DOWN,594,18.0,true,2911,2304,1296,140,467,0,1,1,DOWN,1.0,436.468,447.0,510.0,1064.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,29,4,5,854,32,6.0,200,DOWN,357,18.0,true,5573,4961,785,67,545,-2,1,1,UP,1.0,353.0,450.0,553.0,1323.5,1080.0,1661.0,4.331
11,MOOSE,Drag,3,30,4,6,854,32,3.0,100,UP,558,18.0,true,5217,4992,1615,146,79,-1,1,1,UP,1.0,363.0,469.0,534.0,1161.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,31,4,7,854,32,3.0,200,UP,423,18.0,true,8452,7376,1232,430,646,1,1,1,DOWN,1.0,285.793,307.0,621.0,1090.0,1080.0,1661.0,4.331
11,MOOSE,Drag,3,32,4,8,854,32,6.0,100,DOWN,775,18.0,true,3881,2849,913,158,874,-1,1,1,DOWN,1.0,451.524,363.0,584.0,1248.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,1,1,1,854,32,6.0,200,DOWN,808,18.0,true,13306,7855,2144,209,5242,1,2,1,DOWN,1.0,203.54,516.0,525.305,1423.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,2,1,2,854,32,6.0,100,DOWN,241,18.0,true,5408,4353,1616,158,897,-1,1,1,DOWN,1.0,349.5,616.0,522.0,1287.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,3,1,3,854,32,6.0,50,UP,558,18.0,true,5248,3986,1649,247,1015,0,1,1,UP,1.0,415.0,665.0,547.0,1118.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,4,1,4,854,32,3.0,50,DOWN,470,18.0,true,4020,3104,1856,212,704,0,3,1,DOWN,1.0,360.0,604.0,526.0,1258.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,5,1,5,854,32,3.0,300,UP,15,18.0,true,12883,12100,1632,721,62,-1,0,1,DOWN,1.0,307.0,361.0,630.0,1215.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,6,1,6,854,32,6.0,300,UP,255,18.0,true,10844,9584,1003,83,1177,0,1,1,UP,1.0,238.535,307.0,773.0,1274.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,7,1,7,854,32,3.0,200,DOWN,287,18.0,true,6568,5488,1344,348,732,-1,2,1,DOWN,1.0,420.881,585.0,613.0,1376.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,8,1,8,854,32,3.0,100,UP,476,18.0,true,5935,5613,1823,267,55,0,1,1,UP,1.0,494.349,394.673,654.0,1311.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,9,2,1,854,32,6.0,200,UP,619,18.0,true,8754,6800,1233,447,1507,1,1,1,DOWN,1.0,273.0,346.0,669.0,1133.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,10,2,2,854,32,6.0,300,DOWN,815,18.0,true,5464,4911,1264,41,512,0,1,1,DOWN,1.0,387.382,512.0,525.0,1374.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,11,2,3,854,32,6.0,100,UP,644,18.0,true,3625,3394,544,179,52,1,1,1,UP,1.0,459.0,508.0,668.0,1218.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,12,2,4,854,32,3.0,200,UP,450,18.0,true,6949,6239,1311,209,501,1,1,1,DOWN,1.0,506.516,440.0,746.0,1414.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,13,2,5,854,32,3.0,50,UP,559,18.0,true,4832,4641,1936,127,64,0,2,1,UP,1.0,572.0,458.0,745.0,1207.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,14,2,6,854,32,3.0,100,DOWN,769,18.0,true,6717,5487,1968,291,939,0,2,1,DOWN,1.0,481.0,547.0,681.0,1371.0,1080.0,1661.0,4.331
11,MOOSE,Drag,4,15,2,7,854,32,6.0,50,DOWN,302,18.0,true,3181,3051,1105,69,61,-1,1,1,UP,1.0,546.0,566.0,637.0,1214.0,1080.0,1661.0,4.331
